Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2016 inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2016 inflation-adjusted dollars)
0500000US51099,51099,"King George County, Virginia",35201,1828
0500000US51101,51101,"King William County, Virginia",29311,1549
0500000US51103,51103,"Lancaster County, Virginia",32013,1883
0500000US51105,51105,"Lee County, Virginia",17820,1090
0500000US51107,51107,"Loudoun County, Virginia",48578,638
0500000US51109,51109,"Louisa County, Virginia",28767,2182
0500000US51111,51111,"Lunenburg County, Virginia",18383,1148
0500000US51113,51113,"Madison County, Virginia",27144,2847
0500000US51115,51115,"Mathews County, Virginia",34918,3732
0500000US51117,51117,"Mecklenburg County, Virginia",21492,801
0500000US51119,51119,"Middlesex County, Virginia",29391,2187
0500000US51121,51121,"Montgomery County, Virginia",26819,1112
0500000US51125,51125,"Nelson County, Virginia",29769,3627
0500000US51127,51127,"New Kent County, Virginia",35723,2481
0500000US51131,51131,"Northampton County, Virginia",23331,1661
0500000US51133,51133,"Northumberland County, Virginia",32238,2631
0500000US51135,51135,"Nottoway County, Virginia",19256,1386
0500000US51137,51137,"Orange County, Virginia",30361,1325
0500000US51139,51139,"Page County, Virginia",22683,946
0500000US51141,51141,"Patrick County, Virginia",20526,1137
0500000US51143,51143,"Pittsylvania County, Virginia",22650,818
0500000US51145,51145,"Powhatan County, Virginia",32770,1554
0500000US51147,51147,"Prince Edward County, Virginia",18789,1272
0500000US51149,51149,"Prince George County, Virginia",26721,1429
0500000US51153,51153,"Prince William County, Virginia",37063,394
0500000US51155,51155,"Pulaski County, Virginia",25738,1129
0500000US51157,51157,"Rappahannock County, Virginia",34886,3134
0500000US51159,51159,"Richmond County, Virginia",19191,2083
0500000US51161,51161,"Roanoke County, Virginia",32220,906
0500000US51163,51163,"Rockbridge County, Virginia",29603,2274
0500000US51165,51165,"Rockingham County, Virginia",27160,984
0500000US51167,51167,"Russell County, Virginia",21171,1262
0500000US51169,51169,"Scott County, Virginia",20935,1056
0500000US51171,51171,"Shenandoah County, Virginia",26444,1357
0500000US51173,51173,"Smyth County, Virginia",22161,1424
0500000US51175,51175,"Southampton County, Virginia",24018,1209
0500000US51177,51177,"Spotsylvania County, Virginia",32367,633
0500000US51179,51179,"Stafford County, Virginia",37782,686
0500000US51181,51181,"Surry County, Virginia",25838,1895
0500000US51183,51183,"Sussex County, Virginia",16653,2396
0500000US51185,51185,"Tazewell County, Virginia",23548,1787
0500000US51187,51187,"Warren County, Virginia",29179,1147
0500000US51191,51191,"Washington County, Virginia",25287,941
0500000US51193,51193,"Westmoreland County, Virginia",29824,2232
0500000US51195,51195,"Wise County, Virginia",20896,1432
0500000US51197,51197,"Wythe County, Virginia",24431,1613
0500000US51199,51199,"York County, Virginia",36722,1042
0500000US51510,51510,"Alexandria city, Virginia",55534,994
0500000US51520,51520,"Bristol city, Virginia",21865,1553
0500000US51530,51530,"Buena Vista city, Virginia",16405,1613
0500000US51540,51540,"Charlottesville city, Virginia",30729,1083
0500000US51550,51550,"Chesapeake city, Virginia",30764,514
0500000US51570,51570,"Colonial Heights city, Virginia",27209,1477
0500000US51580,51580,"Covington city, Virginia",21512,2535
0500000US51590,51590,"Danville city, Virginia",21742,940
0500000US51595,51595,"Emporia city, Virginia",18608,2649
0500000US51600,51600,"Fairfax city, Virginia",45222,1462
0500000US51610,51610,"Falls Church city, Virginia",66104,4636
0500000US51620,51620,"Franklin city, Virginia",23182,2452
0500000US51630,51630,"Fredericksburg city, Virginia",30480,2168
0500000US51640,51640,"Galax city, Virginia",20796,4520
0500000US51650,51650,"Hampton city, Virginia",25943,662
0500000US51660,51660,"Harrisonburg city, Virginia",18892,974
0500000US51670,51670,"Hopewell city, Virginia",21827,1156
0500000US51678,51678,"Lexington city, Virginia",15745,2660
0500000US51680,51680,"Lynchburg city, Virginia",22016,1022
0500000US51683,51683,"Manassas city, Virginia",29365,1083
0500000US51685,51685,"Manassas Park city, Virginia",28851,1916
0500000US51690,51690,"Martinsville city, Virginia",22221,1748
0500000US51700,51700,"Newport News city, Virginia",25520,505
0500000US51710,51710,"Norfolk city, Virginia",25450,556
0500000US51720,51720,"Norton city, Virginia",19522,2417
0500000US51730,51730,"Petersburg city, Virginia",20464,1218
0500000US51735,51735,"Poquoson city, Virginia",39020,2659
0500000US51740,51740,"Portsmouth city, Virginia",23878,634
0500000US51750,51750,"Radford city, Virginia",18108,2234
0500000US51760,51760,"Richmond city, Virginia",29011,610
0500000US51770,51770,"Roanoke city, Virginia",23611,658
0500000US51775,51775,"Salem city, Virginia",28892,2419
0500000US51790,51790,"Staunton city, Virginia",26678,1916
0500000US51800,51800,"Suffolk city, Virginia",30331,877
0500000US51810,51810,"Virginia Beach city, Virginia",33250,450
0500000US51820,51820,"Waynesboro city, Virginia",22967,1208
0500000US51830,51830,"Williamsburg city, Virginia",25548,2461
0500000US51840,51840,"Winchester city, Virginia",26984,1308
0500000US53001,53001,"Adams County, Washington",17781,854
0500000US53003,53003,"Asotin County, Washington",25760,1471
0500000US53005,53005,"Benton County, Washington",29529,637
0500000US53007,53007,"Chelan County, Washington",26109,799
0500000US53009,53009,"Clallam County, Washington",26967,808
0500000US53011,53011,"Clark County, Washington",30207,392
0500000US53013,53013,"Columbia County, Washington",26536,2867
0500000US53015,53015,"Cowlitz County, Washington",24756,699
0500000US53017,53017,"Douglas County, Washington",23966,748
0500000US53019,53019,"Ferry County, Washington",21146,1513
0500000US53021,53021,"Franklin County, Washington",20997,772
0500000US53023,53023,"Garfield County, Washington",23313,1876
0500000US53025,53025,"Grant County, Washington",20409,691
0500000US53027,53027,"Grays Harbor County, Washington",23799,817
0500000US53029,53029,"Island County, Washington",32503,1168
0500000US53031,53031,"Jefferson County, Washington",30871,1534
0500000US53033,53033,"King County, Washington",43629,364
0500000US53035,53035,"Kitsap County, Washington",32801,548
0500000US53037,53037,"Kittitas County, Washington",25147,941
0500000US53039,53039,"Klickitat County, Washington",23227,1182
0500000US53041,53041,"Lewis County, Washington",22947,744
0500000US53043,53043,"Lincoln County, Washington",25382,1201
0500000US53045,53045,"Mason County, Washington",25628,1163
0500000US53047,53047,"Okanogan County, Washington",22544,1044
0500000US53049,53049,"Pacific County, Washington",22187,880
0500000US53051,53051,"Pend Oreille County, Washington",24163,1600
0500000US53053,53053,"Pierce County, Washington",29750,279
0500000US53055,53055,"San Juan County, Washington",40327,1751
0500000US53057,53057,"Skagit County, Washington",28586,557
0500000US53059,53059,"Skamania County, Washington",28556,1880
0500000US53061,53061,"Snohomish County, Washington",33883,270
0500000US53063,53063,"Spokane County, Washington",26860,445
0500000US53065,53065,"Stevens County, Washington",22745,643
0500000US53067,53067,"Thurston County, Washington",30583,407
0500000US53069,53069,"Wahkiakum County, Washington",27619,3690
0500000US53071,53071,"Walla Walla County, Washington",24736,1125
0500000US53073,53073,"Whatcom County, Washington",27810,743
0500000US53075,53075,"Whitman County, Washington",20957,571
0500000US53077,53077,"Yakima County, Washington",20653,537
0500000US54001,54001,"Barbour County, West Virginia",18602,1351
0500000US54003,54003,"Berkeley County, West Virginia",27015,827
0500000US54005,54005,"Boone County, West Virginia",20711,1106
0500000US54007,54007,"Braxton County, West Virginia",20178,1135
0500000US54009,54009,"Brooke County, West Virginia",24428,1178
0500000US54011,54011,"Cabell County, West Virginia",23853,868
0500000US54013,54013,"Calhoun County, West Virginia",20640,1633
0500000US54015,54015,"Clay County, West Virginia",16980,1310
0500000US54017,54017,"Doddridge County, West Virginia",19703,1699
0500000US54019,54019,"Fayette County, West Virginia",20286,799
0500000US54021,54021,"Gilmer County, West Virginia",17361,1576
0500000US54023,54023,"Grant County, West Virginia",20648,1354
0500000US54025,54025,"Greenbrier County, West Virginia",23204,1567
0500000US54027,54027,"Hampshire County, West Virginia",19997,1082
0500000US54029,54029,"Hancock County, West Virginia",24041,1134
0500000US54031,54031,"Hardy County, West Virginia",21956,1983
0500000US54033,54033,"Harrison County, West Virginia",25702,920
0500000US54035,54035,"Jackson County, West Virginia",22591,1404
0500000US54037,54037,"Jefferson County, West Virginia",32227,917
0500000US54039,54039,"Kanawha County, West Virginia",28030,698
0500000US54041,54041,"Lewis County, West Virginia",20954,1114
0500000US54043,54043,"Lincoln County, West Virginia",19416,1265
0500000US54045,54045,"Logan County, West Virginia",20843,1101
0500000US54047,54047,"McDowell County, West Virginia",14259,948
0500000US54049,54049,"Marion County, West Virginia",24250,836
0500000US54051,54051,"Marshall County, West Virginia",23166,937
0500000US54053,54053,"Mason County, West Virginia",20253,1167
0500000US54055,54055,"Mercer County, West Virginia",21190,901
0500000US54057,54057,"Mineral County, West Virginia",20093,866
0500000US54059,54059,"Mingo County, West Virginia",19502,1208
0500000US54061,54061,"Monongalia County, West Virginia",28041,1024
0500000US54063,54063,"Monroe County, West Virginia",21257,1525
0500000US54065,54065,"Morgan County, West Virginia",23966,1765
0500000US54067,54067,"Nicholas County, West Virginia",24244,2762
0500000US54069,54069,"Ohio County, West Virginia",28160,1290
0500000US54071,54071,"Pendleton County, West Virginia",23325,1748
0500000US54073,54073,"Pleasants County, West Virginia",23580,2344
0500000US54075,54075,"Pocahontas County, West Virginia",22328,1771
0500000US54077,54077,"Preston County, West Virginia",21716,827
0500000US54079,54079,"Putnam County, West Virginia",29173,1049
0500000US54081,54081,"Raleigh County, West Virginia",22590,835
0500000US54083,54083,"Randolph County, West Virginia",22079,1478
0500000US54085,54085,"Ritchie County, West Virginia",20711,1243
0500000US54087,54087,"Roane County, West Virginia",18954,1283
0500000US54089,54089,"Summers County, West Virginia",19652,1224
0500000US54091,54091,"Taylor County, West Virginia",22915,1420
0500000US54093,54093,"Tucker County, West Virginia",22958,1489
0500000US54095,54095,"Tyler County, West Virginia",22083,1691
0500000US54097,54097,"Upshur County, West Virginia",21361,1135
0500000US54099,54099,"Wayne County, West Virginia",20450,1080
0500000US54101,54101,"Webster County, West Virginia",18652,1770
0500000US54103,54103,"Wetzel County, West Virginia",21484,1631
0500000US54105,54105,"Wirt County, West Virginia",22021,3483
0500000US54107,54107,"Wood County, West Virginia",25465,817
0500000US54109,54109,"Wyoming County, West Virginia",19833,1215
0500000US55001,55001,"Adams County, Wisconsin",23668,846
0500000US55003,55003,"Ashland County, Wisconsin",22270,758
0500000US55005,55005,"Barron County, Wisconsin",25426,945
0500000US55007,55007,"Bayfield County, Wisconsin",27321,846
0500000US55009,55009,"Brown County, Wisconsin",28787,575
0500000US55011,55011,"Buffalo County, Wisconsin",26973,1006
0500000US55013,55013,"Burnett County, Wisconsin",25073,570
0500000US55015,55015,"Calumet County, Wisconsin",30856,775
0500000US55017,55017,"Chippewa County, Wisconsin",26299,668
0500000US55019,55019,"Clark County, Wisconsin",22560,510
0500000US55021,55021,"Columbia County, Wisconsin",29936,743
0500000US55023,55023,"Crawford County, Wisconsin",23466,914
0500000US55025,55025,"Dane County, Wisconsin",35687,453
0500000US55027,55027,"Dodge County, Wisconsin",25617,457
0500000US55029,55029,"Door County, Wisconsin",32767,1361
0500000US55031,55031,"Douglas County, Wisconsin",26036,757
0500000US55033,55033,"Dunn County, Wisconsin",25120,904
0500000US55035,55035,"Eau Claire County, Wisconsin",26795,809
0500000US55037,55037,"Florence County, Wisconsin",28358,2995
0500000US55039,55039,"Fond du Lac County, Wisconsin",28036,665
0500000US55041,55041,"Forest County, Wisconsin",22559,880
0500000US55043,55043,"Grant County, Wisconsin",23103,380
0500000US55045,55045,"Green County, Wisconsin",28867,706
0500000US55047,55047,"Green Lake County, Wisconsin",26115,1295
0500000US55049,55049,"Iowa County, Wisconsin",29610,923
0500000US55051,55051,"Iron County, Wisconsin",25536,1228
0500000US55053,55053,"Jackson County, Wisconsin",24074,714
0500000US55055,55055,"Jefferson County, Wisconsin",27272,637
0500000US55057,55057,"Juneau County, Wisconsin",23519,996
0500000US55059,55059,"Kenosha County, Wisconsin",27335,576
0500000US55061,55061,"Kewaunee County, Wisconsin",27539,821
0500000US55063,55063,"La Crosse County, Wisconsin",28240,751
0500000US55065,55065,"Lafayette County, Wisconsin",25877,590
0500000US55067,55067,"Langlade County, Wisconsin",24772,941
0500000US55069,55069,"Lincoln County, Wisconsin",27322,823
0500000US55071,55071,"Manitowoc County, Wisconsin",26751,660
0500000US55073,55073,"Marathon County, Wisconsin",28773,697
0500000US55075,55075,"Marinette County, Wisconsin",25231,789
0500000US55077,55077,"Marquette County, Wisconsin",25268,843
0500000US55078,55078,"Menominee County, Wisconsin",15171,1450
0500000US55079,55079,"Milwaukee County, Wisconsin",25881,244
0500000US55081,55081,"Monroe County, Wisconsin",24971,596
0500000US55083,55083,"Oconto County, Wisconsin",27623,763
0500000US55085,55085,"Oneida County, Wisconsin",28084,968
0500000US55087,55087,"Outagamie County, Wisconsin",29663,552
0500000US55089,55089,"Ozaukee County, Wisconsin",44369,1724
0500000US55091,55091,"Pepin County, Wisconsin",26280,1239
0500000US55093,55093,"Pierce County, Wisconsin",30009,1008
0500000US55095,55095,"Polk County, Wisconsin",27066,555
0500000US55097,55097,"Portage County, Wisconsin",26832,629
0500000US55099,55099,"Price County, Wisconsin",27987,2779
0500000US55101,55101,"Racine County, Wisconsin",28436,469
0500000US55103,55103,"Richland County, Wisconsin",24961,1048
0500000US55105,55105,"Rock County, Wisconsin",25884,510
0500000US55107,55107,"Rusk County, Wisconsin",22651,828
0500000US55109,55109,"St. Croix County, Wisconsin",34679,905
0500000US55111,55111,"Sauk County, Wisconsin",26736,644
0500000US55113,55113,"Sawyer County, Wisconsin",25680,1327
0500000US55115,55115,"Shawano County, Wisconsin",25286,717
0500000US55117,55117,"Sheboygan County, Wisconsin",27796,491
0500000US55119,55119,"Taylor County, Wisconsin",24907,756
0500000US55121,55121,"Trempealeau County, Wisconsin",26002,578
0500000US55123,55123,"Vernon County, Wisconsin",24414,1579
0500000US55125,55125,"Vilas County, Wisconsin",27537,1057
0500000US55127,55127,"Walworth County, Wisconsin",28085,645
0500000US55129,55129,"Washburn County, Wisconsin",26570,1075
0500000US55131,55131,"Washington County, Wisconsin",34722,960
0500000US55133,55133,"Waukesha County, Wisconsin",40174,491
0500000US55135,55135,"Waupaca County, Wisconsin",28145,1079
0500000US55137,55137,"Waushara County, Wisconsin",24861,927
0500000US55139,55139,"Winnebago County, Wisconsin",28446,660
0500000US55141,55141,"Wood County, Wisconsin",27687,683
0500000US56001,56001,"Albany County, Wyoming",25227,1347
0500000US56003,56003,"Big Horn County, Wyoming",23041,924
0500000US56005,56005,"Campbell County, Wyoming",33317,1444
0500000US56007,56007,"Carbon County, Wyoming",27399,1289
0500000US56009,56009,"Converse County, Wyoming",31470,2253
0500000US56011,56011,"Crook County, Wyoming",32817,2878
0500000US56013,56013,"Fremont County, Wyoming",26606,972
0500000US56015,56015,"Goshen County, Wyoming",25883,1917
0500000US56017,56017,"Hot Springs County, Wyoming",29499,2354
0500000US56019,56019,"Johnson County, Wyoming",31888,4269
0500000US56021,56021,"Laramie County, Wyoming",30249,667
0500000US56023,56023,"Lincoln County, Wyoming",29748,1835
0500000US56025,56025,"Natrona County, Wyoming",30902,950
